V1,AO_Liking,AO_Behavior,AO_Open,C2_Liking,C2_Behavior,C2_Open,C3_Liking,C3_Behavior,C3_Open,C4_Liking,C4_Behavior,C4_Open,C5_Liking,C5_Behavior,C5_Open,C6_Liking,C6_Behvavior,C6_Open,C7_Liking,C7_Behavior,C7_Open,IH,Villain,MAC,Distinctiveness,Consistency,Consensus,DistinctR,ConsistR,ConsenR,PConsensus1,PDistinct1,PConsist1,PConsensus2,PConsensus3,PDistinct2,PDistinct3,PConsist2,PConsist3,AttSpectrum,AttClosed,IntAtt1,IntAtt2,IntAtt3,IntAtt4,StimAtt1,StimAtt2,StimAtt3,CircAtt1,CircAtt2,CircAtt3,CharLike1,CharLike2,CharLike3,CharLike4,StoryLike1,StoryLike2,StoryLike3,StoryLike4,MoralDis1,MoralDis2,MoralDis3,MoralDis4,MoralDis5,Age,Ethnicity,Q102,Q104,Q105,Q106,Condition,Order
R_2z6KXY0FlHkQHF4,5.00,6.00,He is a superhero and fights the villans,7.00,6.00,He is a superhero who got bite by a spider and developed super human abilities,4.00,4.00,I do not know about Artemis,7.00,6.00,He is a superhero who fights villains  ,4.00,4.00,I do not know about Scarlet Witch,6.00,6.00,He is a superhero who fights villains to save people ,4.00,4.00,I do not know about static,1,,,HD,HC,LS,1,1,0,2.00,6.00,6.00,4.00,5.00,6.00,3.00,5.00,3.00,5.00,2.00,6.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,3.00,6.00,5.00,4.00,4.00,5.00,5.00,6.00,5.00,5.00,4.00,3.00,6.00,1.00,4.00,21.00,1.00,2.00,3.00,2.00,,ImperfectHero,HD/HC/LS
R_41kIEeaMPOynUqZ,4.00,5.00,Nothing,5.00,6.00,A lot,5.00,6.00,Nothing,6.00,6.00,A lot,4.00,3.00,Nothing,4.00,5.00,a little,4.00,5.00,Nothing,1,,,LD,HC,LS,0,1,0,2.00,6.00,6.00,2.00,1.00,4.00,5.00,5.00,5.00,4.00,1.00,5.00,7.00,6.00,6.00,6.00,4.00,4.00,5.00,5.00,6.00,2.00,1.00,1.00,2.00,2.00,5.00,4.00,3.00,2.00,5.00,3.00,1.00,3.00,20.00,1.00,2.00,2.00,2.00,,ImperfectHero,LD/HC/LS
R_10PqspJELuikoco,4.00,3.00,"I know very little about this character, but I believe I remember that in trying to do good, he often did harmful behaviors instead",6.00,6.00,He was turned to Spiderman by a radioactive spider. He works to save citizens but sometimes gets cities destroyed in the process,4.00,4.00,I do not know much about Artemis,6.00,6.00,"He lives in Gotham as the cities richest inhabitant. He is to himself a lot, but gets called to action when needed ",4.00,4.00,I do not know much about Scarlet Witch,5.00,5.00,He is a part of the X-men that work to save citizens,4.00,2.00,"I do not know much about Static, but I believe he is a villian",1,,,LD,LC,LS,0,0,0,3.00,2.00,5.00,5.00,4.00,4.00,2.00,5.00,5.00,5.00,1.00,5.00,5.00,5.00,5.00,6.00,3.00,5.00,3.00,4.00,6.00,3.00,2.00,3.00,4.00,4.00,4.00,4.00,5.00,3.00,5.00,6.00,2.00,4.00,20.00,1.00,2.00,3.00,1.00,2.00,ImperfectHero,LD/LC/LS
R_2Bx1I16X2TE5rkI,5.00,5.00,Nothing,6.00,6.00,From movies and comics,4.00,3.00,Nothing,6.00,6.00,Dislikes Superman,4.00,2.00,Nothing,6.00,6.00,From X-men,4.00,5.00,Nothing,1,,,LD,LC,HS,0,0,1,2.00,5.00,5.00,3.00,5.00,6.00,3.00,4.00,4.00,7.00,1.00,6.00,3.00,5.00,6.00,3.00,2.00,4.00,4.00,3.00,3.00,3.00,2.00,2.00,2.00,4.00,4.00,5.00,2.00,3.00,5.00,5.00,2.00,3.00,20.00,1.00,2.00,3.00,2.00,,ImperfectHero,LD/LC/HS
R_1et4IzD5Q5dhAQR,4.00,4.00,I don't know who Agent Orange is.,6.00,6.00,I know Spider Man in Peter Parker and he was just a normal guy until he was bit by a spider.,4.00,4.00,I don't know who Artemis is.,5.00,5.00,I know he fights the Joker.,4.00,4.00,I don't know who she is but she looks mean.,4.00,4.00,I don't know who he is but his suit is a bright color so I'm assuming he is good.,4.00,4.00,I don't know who he is but he has dark and gloomy colors so maybe he's bad.,1,,,HD,LC,HS,1,0,1,5.00,4.00,5.00,4.00,5.00,6.00,6.00,4.00,2.00,3.00,2.00,2.00,2.00,4.00,2.00,5.00,5.00,5.00,4.00,3.00,4.00,4.00,2.00,4.00,4.00,5.00,6.00,5.00,2.00,3.00,4.00,5.00,4.00,3.00,19.00,1.00,2.00,2.00,2.00,,ImperfectHero,HD/LC/HS
R_1QmCvHmky1Z6H3n,4.00,4.00,Don't know much about him,6.00,7.00,"Hero, real name is Peter Parker",4.00,4.00,Don't know much about her.,6.00,7.00,"Hero, Drives a batmobile. Sidekick is named Robin. ",4.00,4.00,Don't know much about her. ,7.00,6.00,A part of X-men. Has long claws that come from his hands.,4.00,4.00,idk,1,,,LD,LC,LS,0,0,0,6.00,6.00,6.00,3.00,1.00,7.00,1.00,1.00,6.00,6.00,1.00,6.00,7.00,7.00,6.00,6.00,7.00,5.00,4.00,3.00,6.00,4.00,2.00,2.00,2.00,6.00,6.00,6.00,5.00,2.00,3.00,5.00,1.00,3.00,21.00,2.00,2.00,4.00,2.00,,ImperfectHero,LD/LC/LS
R_3qQnjYH3cI9AX1R,4.00,4.00,No much. Marvel,6.00,6.00,"Marvel. I know spiderman's story, I've seen every modern film that he is in. His parents died and he was raised by his aunt and uncle, as a teen he was bitten by a spider in the labs that his father once worked in, this gave him ""spidey powers"" his uncle was killed and his first love interest played by emma stone was killed. He eventually joins the Avengers",4.00,4.00,Nothing. Marvel?,6.00,6.00,"Rich parents killed in robbery, raised by his butler Alfred. Super Rich, doesn't actually have super powers, uses weapons and works out a lot. DC character, too dark for me but Arkham Asslym was a super fun game",7.00,6.00,"Joined the Avengers, very bad ass.",7.00,6.00,"Very tortured, a little played out as a character but he used to be my favorite and always will have a special place in my heart. A part of the Xmen, was with Jean for a while. Thinks he's not worth much and resists being good but he really is at the end of the day",4.00,4.00,Nothing,1,,,LD,LC,HS,0,0,1,2.00,5.00,2.00,2.00,5.00,6.00,6.00,2.00,2.00,4.00,2.00,5.00,2.00,5.00,4.00,7.00,6.00,6.00,3.00,2.00,6.00,3.00,2.00,3.00,5.00,5.00,5.00,5.00,5.00,5.00,3.00,2.00,1.00,5.00,20.00,1.00,2.00,3.00,1.00,2.00,ImperfectHero,LD/LC/HS
R_1CI7ucC9oHWTmM1,4.00,4.00,Nothing,7.00,6.00,"He's a spider, man",4.00,4.00,Nothing,7.00,5.00,He's the Dark Knight,4.00,4.00,She was played by an Olsen,7.00,5.00,His name is Logan,4.00,4.00,Nothing,1,,,HD,LC,LS,1,0,0,6.00,3.00,3.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,2.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,6.00,4.00,4.00,5.00,4.00,4.00,6.00,6.00,6.00,6.00,6.00,28.00,1.00,1.00,3.00,1.00,2.00,ImperfectHero,HD/LC/LS
R_3JgxkQzddGODvtf,4.00,4.00,Nothing ,5.00,6.00,Not much ,4.00,4.00,Nothing,6.00,6.00,Not much ,4.00,4.00,Not much,4.00,4.00,Not much ,4.00,4.00,Not much ,1,,,LD,HC,HS,0,1,1,4.00,4.00,4.00,6.00,1.00,1.00,1.00,1.00,1.00,4.00,3.00,4.00,4.00,3.00,5.00,4.00,4.00,4.00,5.00,4.00,4.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,4.00,4.00,4.00,4.00,4.00,20.00,1.00,2.00,3.00,2.00,,ImperfectHero,LD/HC/HS
R_3kHOyhbQqv6rEH0,4.00,4.00,Have no idea who that is ,6.00,6.00,He was turned into a hero by a radioactive spider and he tries his best to save people,4.00,4.00,Never heard of her,5.00,5.00,He tries to do good for Gotham city but I feel like he is kind of sketchy,4.00,4.00,I know nothing about this character,6.00,5.00,Tries to do good but has a temper ,4.00,4.00,Don't know who this is,1,,,HD,LC,LS,1,0,0,2.00,6.00,2.00,2.00,3.00,6.00,5.00,2.00,3.00,3.00,2.00,4.00,3.00,5.00,4.00,4.00,6.00,3.00,1.00,1.00,5.00,4.00,2.00,4.00,5.00,4.00,4.00,4.00,3.00,2.00,2.00,5.00,3.00,4.00,21.00,1.00,2.00,3.00,1.00,4.00,ImperfectHero,HD/LC/LS
R_T4PGP3re1Zhg78l,4.00,4.00,Literally nothing,6.00,6.00,"""With great power comes great responsibility""",4.00,4.00,Literally nothing,7.00,6.00,"He refuses to kill villains because, in his eyes, that makes him no different from them",4.00,4.00,Literally nothing,4.00,4.00,His love interest dies at some point,4.00,4.00,Literally nothing,1,,,LD,LC,HS,0,0,1,1.00,5.00,4.00,3.00,2.00,5.00,6.00,2.00,3.00,1.00,2.00,4.00,4.00,5.00,4.00,5.00,5.00,5.00,4.00,4.00,5.00,2.00,1.00,2.00,2.00,2.00,4.00,2.00,1.00,1.00,4.00,7.00,1.00,4.00,21.00,1.00,2.00,3.00,2.00,,ImperfectHero,LD/LC/HS
R_3foClXOeedYGyCm,4.00,4.00,Nothing,6.00,6.00,He is a teenage superhero. Who was bit by a radio-active spider.,4.00,4.00,Nothing,6.00,6.00,He comes from a rich family and his parents were murdered so he is very close with his butler.,4.00,4.00,Nothing,6.00,6.00,He is in a different world from the Avengers. More scientific than accident.,4.00,4.00,Nothing,1,,,HD,LC,HS,1,0,1,2.00,7.00,4.00,2.00,4.00,6.00,7.00,4.00,4.00,1.00,2.00,2.00,5.00,5.00,5.00,4.00,5.00,4.00,3.00,3.00,7.00,5.00,4.00,3.00,4.00,5.00,4.00,5.00,5.00,3.00,3.00,5.00,3.00,4.00,19.00,1.00,2.00,1.00,1.00,2.00,ImperfectHero,HD/LC/HS
R_T14uxFCFP5zm50t,4.00,4.00,I don't know him,4.00,6.00,He helps a lot of people and loves a girl ,4.00,4.00,I don't know her ,5.00,6.00,He's very strong,4.00,4.00,I don't know her ,4.00,4.00,I don't know him,4.00,4.00,I don't know him,1,,,HD,LC,LS,1,0,0,2.00,6.00,6.00,2.00,6.00,5.00,4.00,2.00,4.00,5.00,2.00,5.00,6.00,6.00,5.00,4.00,5.00,5.00,6.00,4.00,4.00,2.00,4.00,5.00,4.00,3.00,5.00,5.00,6.00,5.00,5.00,6.00,5.00,5.00,22.00,11.00,2.00,2.00,2.00,,ImperfectHero,HD/LC/LS
R_2ui6vwZu8msAXqV,6.00,6.00,He wears orange and probably battles with villains ,7.00,7.00,Spiderman is peter parker and was bitten by a spider to receive his spidy powers,4.00,5.00,I know she has red hair and i think fights evil ,7.00,6.00,Batmans partner is robin and batman tries to defeat the joker,3.00,2.00,she looks evil and wears red,5.00,6.00,Wolverine is a good guy and fights the bad guys and wears yellow,6.00,5.00,statics powers work with electricity ,1,,,LD,HC,HS,0,1,1,1.00,5.00,7.00,2.00,3.00,4.00,4.00,6.00,6.00,5.00,2.00,4.00,6.00,5.00,6.00,4.00,5.00,2.00,4.00,2.00,2.00,3.00,1.00,2.00,2.00,3.00,4.00,2.00,5.00,3.00,2.00,5.00,3.00,4.00,19.00,1.00,2.00,2.00,2.00,,ImperfectHero,LD/HC/HS
R_2WAMMX1OIsFATiH,4.00,4.00,He is a comic book character,6.00,6.00,He was born a human,4.00,4.00,She is a comic book character,7.00,7.00,He is a super hero,4.00,4.00,She is a comiv book character,4.00,4.00,He is a comic book character,4.00,4.00,He is a comic book character,1,,,HD,HC,LS,1,1,0,7.00,7.00,7.00,2.00,2.00,7.00,7.00,2.00,2.00,2.00,2.00,4.00,3.00,7.00,7.00,7.00,6.00,7.00,2.00,1.00,7.00,4.00,3.00,2.00,6.00,3.00,6.00,3.00,1.00,5.00,5.00,7.00,2.00,6.00,21.00,1.00,2.00,3.00,2.00,,ImperfectHero,HD/HC/LS
R_1LOtBpjRfz6OxBp,4.00,4.00,I do not know anythign about agent orange therefore rated him neutral,5.00,6.00,He was bitten by a spider and became spider man. He is a super hero,4.00,4.00,Again I was unaware who this was,5.00,6.00,Drives a bat mobile. Superhero,4.00,4.00,I did not know who this was,5.00,5.00,"Did not know much about the wolverine, only reference was the movies.",4.00,4.00,I do not know who this is.,1,,,LD,LC,LS,0,0,0,1.00,7.00,5.00,2.00,2.00,6.00,4.00,4.00,4.00,5.00,1.00,5.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,3.00,2.00,3.00,3.00,4.00,4.00,4.00,4.00,2.00,2.00,5.00,2.00,5.00,18.00,1.00,2.00,1.00,2.00,,ImperfectHero,LD/LC/LS
R_3I64QXzIeExHiBE,4.00,4.00,Nothing,4.00,6.00,"Super hero who got his powers by being bite by a spider. Always saving people, I think he's nonviolent?",4.00,4.00,Nothing,4.00,6.00,"No actual powers, just a rich guy with a fancy suit. Fights crime in Gotham.",4.00,4.00,Nothing,4.00,4.00,"Not much, he's an X-Men.",4.00,4.00,Nothing,1,,,LD,LC,HS,0,0,1,2.00,2.00,6.00,2.00,2.00,4.00,4.00,4.00,4.00,5.00,1.00,4.00,5.00,5.00,5.00,4.00,5.00,4.00,1.00,4.00,6.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,2.00,2.00,3.00,21.00,1.00,2.00,3.00,1.00,2.00,ImperfectHero,LD/LC/HS
R_2zBCoJNVnVBdm1g,5.00,6.00,I know nothing about him,6.00,6.00,I know he was bitten by a Spider and after his grandfather was killed he saught out the man who did it. He also falls in love with the popular/pretty girl,4.00,4.00,I know nothing about her,6.00,6.00,"I know he has cool gear, he has an alter ""normal"" person. And he fights crime in the city",4.00,4.00,i know nothing,7.00,5.00,I know he was the result of an experiment and that he has retractable razor claws. ,4.00,4.00,I know nothing,1,,,LD,HC,HS,0,1,1,2.00,6.00,6.00,2.00,2.00,5.00,3.00,5.00,4.00,6.00,1.00,6.00,6.00,7.00,7.00,5.00,6.00,5.00,4.00,2.00,6.00,3.00,1.00,1.00,2.00,5.00,3.00,5.00,2.00,3.00,2.00,2.00,1.00,5.00,21.00,1.00,2.00,3.00,1.00,2.00,ImperfectHero,LD/HC/HS
R_2WHehY6B9d801SU,1.00,4.00,"I don't know anything about Agent Orange, the name just reminds me of the Vietnam war.",5.00,7.00,He saves people. ,4.00,4.00,I know nothing about Artemis. ,6.00,6.00,He saves people. ,4.00,3.00,"I do not know who the Scarlet Witch is, but she looks evil. ",4.00,4.00,"I don't know anything about the Wolverine, but I do not like the name. ",4.00,5.00,"I do not know anything about Static, but he looks like he could be a hero. ",1,,,HD,LC,HS,1,0,1,6.00,5.00,1.00,2.00,1.00,7.00,7.00,1.00,2.00,1.00,2.00,7.00,4.00,7.00,6.00,6.00,6.00,4.00,1.00,1.00,7.00,2.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,5.00,20.00,1.00,2.00,3.00,1.00,2.00,ImperfectHero,HD/LC/HS
R_tLN9xmiQ5Q1X29z,4.00,4.00,nothing,5.00,6.00,I how he is out to get revenge for his uncle and he got bitten by a spider and uses his power to stop bad guys,4.00,4.00,nothing,6.00,6.00,I know he is afraid of bats and he is out to get revenge on the death of his parents and uses the money to fund his crime fighting habits,4.00,4.00,nothing,4.00,5.00,He is a part of xmen and the fight bad guys. he also has the claws and his bones are metal,4.00,4.00,nothing,1,,,LD,LC,LS,0,0,0,3.00,6.00,6.00,5.00,3.00,6.00,5.00,2.00,6.00,3.00,2.00,5.00,5.00,6.00,6.00,6.00,5.00,5.00,4.00,3.00,3.00,5.00,3.00,3.00,3.00,4.00,4.00,5.00,2.00,4.00,5.00,3.00,2.00,5.00,20.00,1.00,2.00,3.00,2.00,,ImperfectHero,LD/LC/LS
R_3PZcND8gEHi5Bv8,4.00,4.00,I do not know anything about Agent Orange.,6.00,6.00,He is mostly good. He uses his web to swing from things.,4.00,4.00,I dont know anything about Artemis. She looks evil though.,7.00,6.00,He is mostly good. He has the bat mobile.,4.00,4.00,"I dont know anything about Scarlet Witch, but she looks bad.",5.00,6.00,I do not know much about Wolverine but I do think that he is mostly a good guy.,4.00,4.00,I do not know anything about static.,1,,,HD,LC,HS,1,0,1,5.00,7.00,5.00,5.00,5.00,7.00,7.00,2.00,3.00,1.00,2.00,3.00,2.00,5.00,2.00,5.00,5.00,5.00,3.00,2.00,5.00,5.00,4.00,4.00,5.00,4.00,3.00,4.00,5.00,4.00,6.00,6.00,2.00,5.00,21.00,1.00,2.00,3.00,2.00,,ImperfectHero,HD/LC/HS
R_UbglVoPBXpw170t,4.00,4.00,Nothing,6.00,6.00,He was bit by a spider and it gave him spider-like abilities. He didn't actually want to be a superhero and is in love with Mary Jane,4.00,4.00,Nothing,5.00,6.00,He drives a batmobile and is a superhero,4.00,4.00,She is a villain,6.00,6.00,He has knives ,4.00,4.00,not much,1,,,HD,LC,LS,1,0,0,4.00,4.00,4.00,4.00,6.00,6.00,4.00,4.00,4.00,1.00,3.00,4.00,4.00,4.00,4.00,5.00,4.00,4.00,4.00,4.00,4.00,4.00,7.00,5.00,4.00,5.00,5.00,7.00,7.00,5.00,5.00,5.00,1.00,6.00,21.00,2.00,2.00,4.00,2.00,,ImperfectHero,HD/LC/LS
R_2rC8xpu2DbzVboR,4.00,,Have no idea who that is,5.00,6.00,He's a superhero that has spider-like powers,4.00,4.00,Never heard of her,5.00,6.00,He drives a batmobile and Robin is his sidekick,4.00,4.00,No idea who Scarlet Witch is,4.00,4.00,Nothing,4.00,4.00,Have never heard of Static before,1,,,LD,HC,LS,0,1,0,2.00,5.00,4.81,3.00,3.00,5.00,5.00,2.00,2.00,5.00,3.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,3.00,5.00,2.00,2.00,2.00,4.00,2.00,5.00,3.00,2.00,4.00,4.00,3.00,1.00,3.00,20.00,1.00,2.00,2.00,2.00,,ImperfectHero,LD/HC/LS
R_W2wUDjHsSk8Uyt3,6.00,3.00,He wears an orange suit and has a determined look on his face.,4.00,6.00,he was spider-like powers that he uses to fight bad guys,6.00,6.00,"she is a girl, and looks to be fighting someone",7.00,6.00,"he's Bruce Wayne and its really a super hero, he works with commissioner Gordon to keep Gotham safe ",4.00,2.00,she's a witch and appears to have magical powers,4.00,6.00,he gets wolverine claws to help him battle his enemies,4.00,4.00,Static seems to have electric currents that he uses to fight his enemies ,1,,,LD,LC,LS,0,0,0,1.00,6.00,2.00,2.00,6.00,6.00,2.00,2.00,2.00,5.00,1.00,5.00,6.00,5.00,6.00,2.00,2.00,2.00,2.00,1.00,4.00,6.00,4.00,4.00,4.00,5.00,5.00,6.00,5.00,3.00,5.00,4.00,3.00,4.00,19.00,1.00,2.00,2.00,2.00,,ImperfectHero,LD/LC/LS
R_3nDzmEWqUJXycjT,2.00,3.00,"I really don't know that much, but his name is interesting.",6.00,6.00,A legendary superhero who goes by the name Peter Parker.,2.00,2.00,I don't know anything about Artemis.,7.00,6.00,The GOAT.,2.00,2.00,I don't know anything about Scarlet Witch but she looks deceiving.,6.00,6.00,Wolverine is one of the X-Men and can sprout blades out of his knuckles. Most recently played by Hugh Jackman.,5.00,5.00,"Looks like a cool superhero, but I don't know anything about Static.",1,,,LD,HC,HS,0,1,1,6.00,2.00,6.00,3.00,5.00,5.00,2.00,6.00,5.00,6.00,1.00,6.00,7.00,6.00,6.00,3.00,3.00,5.00,5.00,4.00,5.00,3.00,3.00,4.00,4.00,6.00,5.00,5.00,5.00,5.00,6.00,5.00,2.00,5.00,22.00,1.00,1.00,4.00,1.00,2.00,ImperfectHero,LD/HC/HS
R_2aEOjKk54layin9,4.00,4.00,I do not know who Agent Orange is.,6.00,6.00,He got bit by a spider on a class field trip (I think) and got spider powers and became spider man.,4.00,4.00,I do not know who Artemis is. ,7.00,6.00,Batman tries to save people from the bad guys and in one movie he saves a whole football stadium of people.  It has been a while since I have seen it so I do not really remember a whole lot. ,4.00,4.00,I do not know who Scarlet Witch is.,7.00,7.00,I have never seen wolverine but he is a wolverine so I automatically like him.,4.00,4.00,I do not know who static is.,1,,,HD,LC,HS,1,0,1,5.00,7.00,4.00,4.00,4.00,4.00,4.00,2.00,4.00,4.00,2.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,2.00,5.00,4.00,4.00,4.00,4.00,1.00,1.00,1.00,1.00,4.00,4.00,7.00,3.00,5.00,19.00,1.00,2.00,2.00,2.00,,ImperfectHero,HD/LC/HS
R_1cS4mkc4UHawxTJ,4.00,4.00,The only thing I know about the super hero Agent Orange is that it is named after chemical gas that was used in warfare. So I can't imagine him being a good guy. ,6.00,7.00,He was bitten by a spider when he snuck into a genetics lab to learn more about his dad. His real name is Peter Parker and he takes pictures for the Gazette or Times or some newspaper. ,4.00,4.00,"She was a Greek Goddess. As a super hero, nothing. ",5.00,6.00,His real name is Bruce Wayne and he was orphaned as a child. His parents were incredibly wealthy and left him everything. His arch enemy is The Joker. (RIP Heath. RIP.),4.00,4.00,Nothing. ,4.00,5.00,He is part of the X-Men and is played by the same guy from Les Mis. ,4.00,4.00,I know nothing about him. ,1,,,LD,HC,HS,0,1,1,5.00,5.00,5.00,3.00,3.00,5.00,5.00,3.00,5.00,5.00,1.00,6.00,7.00,7.00,5.00,6.00,5.00,4.00,3.00,1.00,6.00,1.00,3.00,1.00,1.00,1.00,3.00,3.00,1.00,2.00,1.00,5.00,1.00,2.00,20.00,1.00,2.00,3.00,1.00,2.00,ImperfectHero,LD/HC/HS
R_1LZGB9Zyeq5axXJ,4.00,4.00,nothing at all ,5.00,6.00,I know peter parker was bit my a spider and gained super powers which helped him save his city from evil ,4.00,4.00,nothing ,6.00,6.00,rich man who wanted to help save the world but sometimes his actions were misinterpreted,4.00,4.00,nothing,5.00,4.00,not really sure but do not mind him,4.00,4.00,nothing,1,,,LD,LC,HS,0,0,1,3.00,2.00,3.00,1.00,5.00,5.00,5.00,3.00,3.00,4.00,2.00,4.00,4.00,5.00,4.00,5.00,5.00,4.00,4.00,3.00,5.00,5.00,4.00,4.00,4.00,4.00,5.00,5.00,4.00,4.00,4.00,5.00,3.00,5.00,20.00,1.00,2.00,3.00,2.00,,ImperfectHero,LD/LC/HS
R_3shb8JOaGOo13iP,4.00,4.00,I really don't know anything about agent orange. Never really seen him in any movies and have never really read comics.,6.00,6.00,Spider man is a huge hero in many things today such as movies and comics. I know a lot from spider man from movies but never read the comics.,4.00,4.00,I do not know Artemis's at all. I've never actually even heard of her before,7.00,6.00,Again like spider man I have seen all the movies that Batman is involved in but not the comics.,4.00,4.00,I have never heard of the scarlet witch before,3.00,4.00,I've seen a couple movies with wolverine but never read the comics about him,4.00,4.00,I have never heard of Static before,1,,,HD,LC,HS,1,0,1,3.00,4.00,3.00,2.00,6.00,6.00,2.00,1.00,1.00,3.00,3.00,4.00,4.00,4.00,3.00,5.00,3.00,4.00,4.00,5.00,5.00,4.00,5.00,4.00,4.00,4.00,4.00,3.00,5.00,3.00,4.00,5.00,5.00,4.00,19.00,1.00,1.00,2.00,1.00,2.00,ImperfectHero,HD/LC/HS
R_2ZEc4VDHKH0Syrw,4.00,4.00,I have no preconceived information about Agent Orange from prior to this study; I had never heard of him before this.,6.00,6.00,"He is a vigilante that fights villains in New York in order to help fight crime in the city. He is sarcastic and witty, and is much more ""rogue"" and immature than other Marvel superheroes.",4.00,4.00,I had never heard of Artemis before this study.,5.00,6.00,Batman is another vigilante superhero that is avenging his parents death by protecting Gotham City from evil. He is a dark superhero.,6.00,6.00,She is a magic superhero that is a bit emotional but tries to act good.,6.00,5.00,He has claws on his hands and he is played by Hugh Jackman in the X-Men movies.,4.00,4.00,I had never heard of Static before this study.,1,,,LD,HC,LS,0,1,0,2.00,2.00,6.00,3.00,2.00,2.00,2.00,6.00,4.00,5.00,3.00,5.00,3.00,5.00,5.00,5.00,3.00,5.00,3.00,3.00,5.00,5.00,4.00,4.00,4.00,5.00,6.00,5.00,5.00,3.00,5.00,2.00,2.00,5.00,20.00,14.00,2.00,3.00,1.00,2.00,ImperfectHero,LD/HC/LS
R_1lboIMf1hkup3oM,4.00,4.00,I dont know who agent orange is. ,6.00,6.00,Spider man has a super power that lets him web to anything and he uses that to save people.,4.00,4.00,I dont know who artemis is,5.00,6.00,Bat man saves people but sometimes gets himself into sticky situations. ,4.00,4.00,I dont know who the scarlet witch is.,6.00,6.00,I dont know much about wolverine but I have heard of him before.,4.00,4.00,i dont know who static is,1,,,HD,HC,LS,1,1,0,6.00,5.00,5.00,6.00,5.00,4.00,5.00,5.00,5.00,6.00,2.00,5.00,3.00,3.00,6.00,5.00,6.00,6.00,3.00,3.00,6.00,6.00,4.00,4.00,6.00,2.00,5.00,2.00,2.00,6.00,5.00,4.00,4.00,3.00,21.00,1.00,2.00,3.00,2.00,,ImperfectHero,HD/HC/LS
R_2WTGKB3XiDRA4GX,4.00,4.00,absolutely nothing ,7.00,6.00,got his powers from getting bit by a spider. fights crime. loves mary jane. ,4.00,4.00,not much,7.00,6.00,"doesnt use guns. BOSS, all the movies are good.",5.00,4.00,not too much ,5.00,5.00,has claws out his hands. seen the movie a couple times ,5.00,6.00,uses electricity for power,1,,,LD,LC,HS,0,0,1,1.00,6.00,2.00,1.00,5.00,6.00,6.00,1.00,6.00,3.00,2.00,4.00,6.00,5.00,6.00,7.00,6.00,5.00,5.00,5.00,7.00,3.00,1.00,1.00,3.00,3.00,5.00,4.00,2.00,5.00,7.00,5.00,1.00,6.00,20.00,2.00,1.00,3.00,2.00,,ImperfectHero,LD/LC/HS
R_1OCPwdCjHfjhuqZ,4.00,4.00,nothing,5.00,7.00,he has spidey power and helps save people,4.00,4.00,nothing,5.00,7.00,he helps save people,4.00,4.00,nothing,4.00,6.00,he gets rid of evil,4.00,5.00,not sure,1,,,LD,HC,LS,0,1,0,3.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,5.00,2.00,6.00,6.00,6.00,6.00,6.00,5.00,5.00,6.00,2.00,6.00,5.00,4.00,4.00,4.00,4.00,5.00,5.00,2.00,4.00,4.00,7.00,3.00,5.00,21.00,1.00,2.00,3.00,1.00,2.00,ImperfectHero,LD/HC/LS
R_1IXCQXMaaQVnAtv,5.00,6.00,watching cartoons when I was a kid ,6.00,6.00,movies and comics ,4.00,4.00,I don't know about her ,7.00,6.00,movies and comics ,5.00,5.00,not a whole lot just know she's a comic character ,7.00,6.00,movies and comics ,4.00,4.00,don't know much about him ,1,,,LD,LC,LS,0,0,0,3.00,4.00,5.00,2.00,4.00,6.00,2.00,2.00,5.00,5.00,1.00,5.00,6.00,7.00,5.00,4.00,5.00,2.00,2.00,2.00,6.00,4.00,2.00,3.00,4.00,5.00,4.00,5.00,5.00,2.00,3.00,5.00,2.00,5.00,22.00,11.00,1.00,3.00,1.00,2.00,ImperfectHero,LD/LC/LS
